-2.871816861,-3.055534047
-2.709264539,-2.632664044
-2.535160531,-2.580324734
-2.407398273,-2.552989882
-2.268212388,-2.41913675
-2.205981297,-2.41844823
-2.19468686,-2.312976585
-2.073869362,-2.264576237
-1.998019046,-2.252646033
-1.928311078,-2.241330082
-1.876038469,-2.227785456
-1.832190916,-2.226548089
-1.825138853,-2.15504742
-1.817483458,-2.084574898
-1.750522543,-2.047693027
-1.723422767,-2.01213856
-1.715433799,-1.984935399
-1.709405281,-1.981689303
-1.695631753,-1.980059615
-1.687245518,-1.961234635
-1.687032156,-1.955615072
-1.677935646,-1.925490235
-1.676276168,-1.909565492
-1.650619621,-1.870394486
-1.64721351,-1.852894618
-1.623161602,-1.795202516
-1.620892617,-1.755437967
-1.619868751,-1.738685165
-1.618730368,-1.736012378
-1.615633437,-1.715798098
-1.61106805,-1.698903756
-1.610787442,-1.665109609
-1.6043539,-1.622502634
-1.603292717,-1.613108905
-1.566955587,-1.607571644
-1.564729943,-1.607428406
-1.563099682,-1.59325382
-1.556589789,-1.547177876
-1.525029094,-1.544257171
-1.515374621,-1.542319857
-1.470319049,-1.511189074
-1.469260034,-1.500535763
-1.448432458,-1.485037987
-1.423703069,-1.482169872
-1.42037392,-1.465963152
-1.419014089,-1.395257209
-1.417423701,-1.388312327
-1.410440908,-1.381069245
-1.396387373,-1.313819973
-1.369889134,-1.272114053
-1.353396758,-1.27061829
-1.347869851,-1.261375645
-1.34015633,-1.260239705
-1.328584228,-1.256398974
-1.31748907,-1.239325649
-1.313437498,-1.237589734
-1.303090577,-1.236690911
-1.295554861,-1.227665106
-1.289994629,-1.209290765
-1.289587231,-1.204479365
-1.280952819,-1.199964057
-1.278180975,-1.198410385
-1.277354062,-1.193229382
-1.272179564,-1.176332548
-1.270700575,-1.168290458
-1.270131631,-1.166076669
-1.25462879,-1.133566238
-1.231707473,-1.119686719
-1.230705633,-1.10283741
-1.222408692,-1.087708547
-1.215276163,-1.086737036
-1.212719314,-1.085041075
-1.208233382,-1.078968741
-1.207157385,-1.078329027
-1.200627041,-1.066971559
-1.196939251,-1.061782732
-1.193453856,-1.053354582
-1.181817694,-1.051246835
-1.174438781,-1.032905773
-1.166722978,-1.032008748
-1.152473275,-1.009757292
-1.125955244,-0.998139167
-1.080866272,-0.994581123
-1.071865046,-0.966498495
-1.065361981,-0.955033973
-1.06125439,-0.948695483
-1.055517839,-0.946493023
-1.052482634,-0.93016579
-1.037848066,-0.925761455
-1.025357199,-0.925298781
-1.016395958,-0.92259533
-1.013853451,-0.919118228
-1.006561563,-0.907530809
-1.000821738,-0.901921702
-0.993286816,-0.89494648
-0.99296791,-0.89170976
-0.982439928,-0.883517199
-0.968877473,-0.876863502
-0.96754076,-0.875215021
-0.961260592,-0.871812446
-0.956658597,-0.87065902
-0.955265965,-0.862444249
-0.952402634,-0.859677298
-0.939129008,-0.855217684
-0.923642974,-0.840976276
-0.913959338,-0.816755421
-0.912889635,-0.812634952
-0.90388678,-0.802463858
-0.900930527,-0.775689718
-0.896836764,-0.774370909
-0.88733721,-0.771775427
-0.883866932,-0.771001073
-0.880158284,-0.769153054
-0.870695799,-0.764563278
-0.863480055,-0.76133605
-0.859487983,-0.748454524
-0.851141434,-0.747072018
-0.847404839,-0.743443356
-0.833141383,-0.715426015
-0.828531944,-0.711289715
-0.822403649,-0.703613161
-0.811200496,-0.702807092
-0.809428723,-0.694234763
-0.804185044,-0.689420295
-0.802784026,-0.685290842
-0.801626003,-0.674275911
-0.801056991,-0.668156992
-0.785837305,-0.656224973
-0.785128822,-0.649803501
-0.773131135,-0.646849731
-0.760445375,-0.643819878
-0.75386158,-0.638737171
-0.749528269,-0.622666014
-0.747428596,-0.613982711
-0.747350173,-0.60816421
